DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0.0090022, 0, 50, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.6219838, 161, 9210, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0039972, 15, 908, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0219977, 24, 1399, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.6539995, 268, 15278, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 1.2659986, 253, 14544, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 151, 1.9829964, 234, 13235, 
DSMGA, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 189, 4.8066542, 337, 19132, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0.0010015, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0009994, 2, 162, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0069986, 20, 1168, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0060012, 14, 852, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.0300022, 51, 2832, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0190002, 70, 4023, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0810001, 189, 10824, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.4030008, 604, 34497, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0.001, 1, 108, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 22, 0.8149606, 595, 33901, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.0010315, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.001, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0079987, 2, 123, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0, 0, 50, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0120102, 3, 233, 
DSMGA, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0550067, 10, 573, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 0, 100, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0070364, 33, 2524, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0329648, 109, 7173, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0449981, 76, 12371, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0269991, 43, 12172, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0139945, 70, 11586, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.2840163, 849, 73400, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 24, 0.0080003, 14, 57594, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 33, 0.0269998, 32, 58662, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0609959, 54, 60000, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0019997, 4, 58002, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0050005, 14, 58202, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0190443, 23, 58319, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0960195, 66, 60940, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.1510008, 58, 60456, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.2580019, 67, 60733, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0050199, 15, 58183, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0129777, 15, 57732, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.1399967, 49, 59911, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.4999953, 92, 62066, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 1.1900001, 104, 62635, 
DSMGA, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 2.6619139, 170, 66211, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0.0010003, 0, 100, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0019994, 4, 422, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0059999, 23, 2553, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0340005, 80, 5402, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.018997, 37, 4913, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0270035, 138, 11912, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0859985, 221, 70149, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.003966, 2, 57188, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0.005999, 2, 57318, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0140025, 9, 57464, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0.0009734, 0, 57451, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 57364, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 57027, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0, 0, 56768, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0070014, 2, 57196, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 57639, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 56909, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010004, 0, 57120, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0159972, 5, 57367, 
DSMGA, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0910017, 22, 58174, 
