GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0.0078889, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0090009, 52, 4324, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0450167, 179, 14745, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0519988, 148, 12140, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.3600594, 870, 71272, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0110026, 21, 1757, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0020001, 2, 189, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.001029, 1, 100, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0.001028, 1, 133, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0009507, 1, 100, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0039999, 6, 500, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.012023, 15, 1237, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0010014, 1, 1116, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0, 1, 899, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0449997, 140, 33403, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0431173, 122, 54510, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.1469516, 865, 154056, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.186533, 767, 145133, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 25, 0.1210774, 381, 113137, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.010008, 23, 83848, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0258024, 52, 86107, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0010693, 6, 61077, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0070425, 27, 84379, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0170049, 41, 85334, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0300804, 49, 85773, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.192905, 277, 104437, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0744904, 79, 88342, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0059455, 24, 84138, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0429183, 101, 90244, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.1921673, 257, 102820, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.8647712, 799, 147206, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 151, 0.47527, 338, 109470, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 1.2066739, 705, 139548, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 1, 437, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0050001, 22, 5815, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0570011, 252, 48585, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 11, 0.0060283, 20, 83663, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0171262, 98, 12449, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0139854, 54, 86626, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0831202, 249, 102351, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0679336, 158, 94962, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0100265, 18, 83327, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 82300, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.001002, 0, 81956, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 82059, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0009998, 2, 81923, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0010043, 1, 81873, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 82196, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0.0009516, 2, 82123, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.002031, 4, 82090, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0110281, 14, 82958, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0050001, 5, 82261, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0, 4, 243, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0089955, 50, 2892, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0160215, 67, 3804, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0129945, 58, 3331, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0.0010005, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 1, 82, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 20, 0.0819823, 591, 33857, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 28, 0.1160709, 586, 33280, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 34, 0.2431203, 987, 56111, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.2840439, 969, 55065, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0010394, 4, 265, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0020779, 13, 742, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0150314, 61, 3453, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0290318, 86, 4853, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0402313, 91, 5139, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0608154, 116, 6563, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0020262, 13, 769, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.012, 47, 2712, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0340378, 78, 4510, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.1448537, 230, 13005, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.3471297, 421, 23794, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.9396005, 926, 52292, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 2, 158, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0020093, 15, 901, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.002, 15, 893, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.0060029, 30, 1750, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0160791, 155, 8972, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0029999, 18, 1085, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0010535, 4, 237, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.0010043, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0, 1, 74, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0009931, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010095, 2, 134, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0021031, 4, 272, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0036317, 5, 333, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0059994, 54, 3416, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.011598, 74, 7139, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0361153, 206, 15541, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0836285, 386, 25331, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 2, 280, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.032901, 217, 46239, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 26, 0.1160673, 623, 92563, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.0079855, 30, 58584, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 43, 0.0149144, 48, 59620, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 5, 57925, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0020005, 14, 57849, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0070416, 27, 58374, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0210018, 56, 60084, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0220476, 48, 59595, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0360787, 63, 59999, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.001992, 13, 57680, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0089994, 38, 59194, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0359905, 79, 61349, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.053625, 80, 61296, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.1589979, 190, 67202, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.1532199, 147, 64821, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0009998, 2, 320, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.003, 29, 2637, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0059999, 45, 3543, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.003, 17, 2719, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.011, 141, 17014, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0110001, 81, 61496, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.0819934, 415, 80138, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0, 0, 56941, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0020034, 7, 57392, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 57363, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.0010001, 0, 56766, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 56901, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0009996, 2, 56909, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0, 0, 57180, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 57378, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0.0010293, 0, 56729, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010006, 2, 56912, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0040001, 7, 57313, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.003996, 6, 57067, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0075131, 33, 2766, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0110105, 45, 3709, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0284127, 94, 7682, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.1660473, 506, 41379, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0069427, 41, 3451, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 16, 0.0040092, 18, 1475, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 25, 0.0870232, 260, 21234, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.0350063, 85, 6922, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.3082038, 618, 50520, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.1363104, 795, 65569, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0049712, 20, 1646, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.023, 54, 4411, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.1680322, 294, 24044, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 71, 0.1488747, 200, 16374, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 88, 0.4030987, 451, 36888, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0060229, 22, 1811, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0269623, 64, 5215, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 74, 0.0869059, 119, 9773, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 111, 0.270063, 274, 22436, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 149, 1.2879942, 930, 75971, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 187, 0.6523643, 386, 31618, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 2, 180, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0009787, 2, 207, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0219382, 89, 7297, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.2560421, 918, 75055, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.002234, 13, 1085, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.025092, 114, 9355, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.1141768, 342, 27977, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.0170001, 46, 3808, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0037252, 7, 579, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0.0010286, 1, 100, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0019583, 2, 213, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.004037, 5, 449, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010026, 1, 100, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0079999, 10, 870, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0110392, 11, 954, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0.0009972, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0250159, 122, 12787, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0802525, 323, 30265, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0380691, 127, 18033, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 29, 0.0939261, 272, 63618, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0.0010013, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0009995, 7, 83079, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.0010236, 7, 82701, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 24, 0.0139304, 39, 85067, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.0119931, 28, 84198, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.018077, 36, 84818, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0010163, 3, 65829, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0040097, 13, 83177, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0169951, 42, 85301, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0491565, 84, 88746, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0590356, 87, 89084, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0587772, 69, 87527, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0069405, 30, 84560, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0598515, 143, 93534, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0929812, 122, 91954, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.0990991, 93, 89373, 
